1,1,876.7,153.6,237.0,619.6,1,-1,-1,-1
1,2,401.9,286.4,113.1,310.9,1,-1,-1,-1
1,3,548.8,270.3,101.9,317.6,1,-1,-1,-1
1,4,695.6,336.1,45.0,125.1,1,-1,-1,-1
1,5,739.5,323.1,49.4,133.9,1,-1,-1,-1
1,6,5.8,14.4,344.3,1066.6,1,-1,-1,-1
1,7,793.7,333.8,42.0,114.4,1,-1,-1,-1
2,1,872.4,148.3,232.8,628.7,1,-1,-1,-1
2,2,396.9,282.0,114.8,318.3,1,-1,-1,-1
2,3,543.8,266.3,102.1,324.4,1,-1,-1,-1
2,4,694.1,334.9,45.1,126.4,1,-1,-1,-1
2,5,737.5,322.7,49.7,130.8,1,-1,-1,-1
2,6,12.0,6.1,330.2,1074.9,1,-1,-1,-1
2,7,793.7,332.5,42.2,114.9,1,-1,-1,-1
3,1,874.4,142.8,221.0,630.6,1,-1,-1,-1
3,2,387.6,276.8,116.7,324.3,1,-1,-1,-1
3,3,537.9,267.0,100.1,327.2,1,-1,-1,-1
3,4,692.0,335.8,42.2,130.5,1,-1,-1,-1
3,5,734.9,320.2,49.5,137.2,1,-1,-1,-1
3,6,7.0,20.1,348.4,1060.9,1,-1,-1,-1
3,7,791.5,333.3,40.6,117.7,1,-1,-1,-1
4,1,877.4,148.9,210.8,631.1,1,-1,-1,-1
4,2,380.7,271.7,114.7,332.0,1,-1,-1,-1
4,3,529.8,268.5,104.0,330.2,1,-1,-1,-1
4,4,687.8,335.3,42.7,129.0,1,-1,-1,-1
4,5,733.0,320.1,51.0,135.8,1,-1,-1,-1
4,6,1.6,25.9,317.7,1055.1,1,-1,-1,-1
4,7,788.9,332.6,40.9,117.7,1,-1,-1,-1
5,1,876.2,151.1,208.7,629.8,1,-1,-1,-1
5,2,373.1,269.3,120.0,329.8,1,-1,-1,-1
5,3,523.1,263.9,107.1,328.4,1,-1,-1,-1
5,4,687.9,330.4,42.7,136.0,1,-1,-1,-1
5,5,729.7,316.4,52.4,135.7,1,-1,-1,-1
5,6,3.7,1.0,300.6,1080.0,1,-1,-1,-1
5,7,788.6,331.4,41.0,116.3,1,-1,-1,-1
6,1,879.2,149.9,199.9,631.1,1,-1,-1,-1
6,2,363.3,262.8,121.9,340.1,1,-1,-1,-1
6,3,517.3,263.2,107.5,335.2,1,-1,-1,-1
6,4,685.5,328.7,42.4,138.1,1,-1,-1,-1
6,5,725.7,317.6,52.0,130.5,1,-1,-1,-1
6,6,1.0,14.3,292.0,1066.7,1,-1,-1,-1
6,7,786.1,330.2,42.4,120.2,1,-1,-1,-1
7,1,882.8,153.3,191.6,624.9,1,-1,-1,-1
7,2,356.6,264.9,120.8,339.1,1,-1,-1,-1
7,3,514.6,261.9,103.5,341.1,1,-1,-1,-1
7,4,683.6,328.8,42.1,136.2,1,-1,-1,-1
7,5,723.6,318.4,52.2,131.9,1,-1,-1,-1
7,6,1.0,1.0,253.9,1080.0,1,-1,-1,-1
7,7,783.2,330.3,45.0,119.2,1,-1,-1,-1
7,8,840.4,320.1,61.3,147.6,1,-1,-1,-1
8,1,881.1,151.1,192.2,630.7,1,-1,-1,-1
8,2,350.2,265.9,124.2,341.9,1,-1,-1,-1
8,3,511.8,261.5,104.3,347.0,1,-1,-1,-1
8,4,680.1,332.2,43.4,132.9,1,-1,-1,-1
8,5,719.3,319.0,54.2,135.5,1,-1,-1,-1
8,7,780.6,331.7,46.3,121.9,1,-1,-1,-1
8,8,836.3,326.3,51.3,132.2,1,-1,-1,-1
9,1,881.9,148.4,186.1,631.4,1,-1,-1,-1
9,2,345.3,268.6,123.1,340.1,1,-1,-1,-1
9,3,506.3,261.6,105.7,347.7,1,-1,-1,-1
9,4,678.0,336.3,42.9,129.9,1,-1,-1,-1
9,5,716.1,320.9,54.3,133.9,1,-1,-1,-1
9,7,777.5,332.1,47.6,120.6,1,-1,-1,-1
9,8,831.2,327.3,51.7,130.9,1,-1,-1,-1
10,1,874.4,150.6,189.6,640.2,1,-1,-1,-1
10,2,338.5,269.5,125.5,335.8,1,-1,-1,-1
10,3,500.0,265.0,110.3,351.6,1,-1,-1,-1
10,4,675.3,333.6,45.3,132.5,1,-1,-1,-1
10,5,715.1,321.6,52.6,134.7,1,-1,-1,-1
10,7,776.2,332.5,48.2,120.4,1,-1,-1,-1
10,8,830.6,329.1,50.5,125.8,1,-1,-1,-1
11,1,870.5,152.5,195.0,643.7,1,-1,-1,-1
11,2,330.0,266.1,133.9,343.5,1,-1,-1,-1
