1,1,274.3,591.3,45.6,144.6,1,-1,-1,-1
1,2,1521.8,565.5,52.0,114.2,1,-1,-1,-1
1,3,1610.2,555.9,58.2,123.0,1,-1,-1,-1
1,4,194.5,578.7,47.8,154.5,1,-1,-1,-1
1,5,120.7,704.4,54.1,106.5,1,-1,-1,-1
1,6,1370.2,516.4,34.4,98.5,1,-1,-1,-1
1,7,504.0,549.8,35.0,91.4,1,-1,-1,-1
1,8,1445.8,507.2,33.0,80.0,1,-1,-1,-1
1,9,1.0,667.6,48.9,223.3,1,-1,-1,-1
1,10,542.7,549.4,34.6,91.5,1,-1,-1,-1
1,11,652.4,528.2,27.9,71.8,1,-1,-1,-1
1,12,1478.8,518.0,38.0,79.7,1,-1,-1,-1
1,13,827.2,512.4,19.3,44.1,1,-1,-1,-1
1,14,1182.4,488.5,14.9,35.9,1,-1,-1,-1
1,15,1073.4,495.8,16.3,27.7,1,-1,-1,-1
1,16,793.8,506.7,19.6,44.9,1,-1,-1,-1
1,17,634.2,528.1,23.8,63.5,1,-1,-1,-1
1,18,817.3,510.9,19.0,43.9,1,-1,-1,-1
2,1,264.4,579.5,47.3,144.5,1,-1,-1,-1
2,2,1528.7,559.5,53.6,120.3,1,-1,-1,-1
2,3,1616.4,555.6,57.5,122.0,1,-1,-1,-1
2,4,187.7,565.6,48.9,152.0,1,-1,-1,-1
2,5,110.1,697.8,49.6,104.3,1,-1,-1,-1
2,6,1374.3,514.7,33.8,95.1,1,-1,-1,-1
2,7,502.6,536.8,35.5,94.0,1,-1,-1,-1
2,8,1451.3,507.4,31.4,75.0,1,-1,-1,-1
2,9,3.9,655.3,41.1,224.7,1,-1,-1,-1
2,10,541.8,538.6,34.6,92.5,1,-1,-1,-1
2,11,652.4,518.5,27.8,73.2,1,-1,-1,-1
2,12,1481.2,515.7,36.6,76.6,1,-1,-1,-1
2,13,814.8,502.3,18.0,44.0,1,-1,-1,-1
2,14,1186.5,482.5,15.3,36.5,1,-1,-1,-1
2,15,1072.6,487.4,16.4,29.7,1,-1,-1,-1
2,16,785.1,496.9,20.2,48.1,1,-1,-1,-1
2,17,639.9,519.5,23.5,67.8,1,-1,-1,-1
2,18,827.4,504.2,18.6,44.5,1,-1,-1,-1
2,19,797.1,499.3,18.8,45.0,1,-1,-1,-1
2,20,1878.3,582.1,30.0,86.2,1,-1,-1,-1
2,21,1434.1,489.9,23.3,52.3,1,-1,-1,-1
2,22,1424.8,485.6,20.4,44.1,1,-1,-1,-1
2,23,1178.2,486.3,16.0,33.8,1,-1,-1,-1
